,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1944,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,1
1945,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,1
1946,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,1
1947,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,1
1948,34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,-1,0,unknown,1
1949,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,1
1950,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,1
1951,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,1
1952,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,-1,0,unknown,1
1953,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,1
1954,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,344,1,success,1
1955,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,other,1
1956,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,1
1957,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667,1,-1,0,unknown,1
1958,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown,1
1959,49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,359,1,other,1
1960,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,3,failure,1
1961,55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,1
1962,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,1
1963,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,-1,0,unknown,1
1964,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,1
1965,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,1
1966,28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,-1,0,unknown,1
1967,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,1
1968,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,177,2,failure,1
1969,32,admin.,married,secondary,no,684,yes,no,cellular,14,may,607,3,-1,0,unknown,1
1970,41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,363,1,failure,1
1971,34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,2,failure,1
1972,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,1
1973,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020,1,-1,0,unknown,1
1974,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,1
1975,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,1
1976,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,691,1,-1,0,unknown,1
1977,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,1
1978,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,346,2,failure,1
1979,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,1
1980,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,-1,0,unknown,1
1981,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,-1,0,unknown,1
1982,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success,1
1983,33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,-1,0,unknown,1
1984,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,1
1985,30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,-1,0,unknown,1
1986,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,1
1987,26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094,2,-1,0,unknown,1
1988,30,admin.,single,secondary,no,315,yes,no,cellular,14,may,884,3,346,4,failure,1
1989,35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,-1,0,unknown,1
1990,34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,366,2,other,1
1991,33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,-1,0,unknown,1
1992,59,retired,married,tertiary,no,422,yes,no,cellular,14,may,647,4,-1,0,unknown,1
1993,36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,0,unknown,1
1994,34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,-1,0,unknown,1
1995,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,1
1996,42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,4,346,1,failure,1
1997,60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,-1,0,unknown,1
1998,56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,368,2,failure,1
1999,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,0,unknown,1
2000,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,4,failure,1
2001,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,2,other,1
2002,22,blue-collar,single,secondary,no,-51,yes,no,cellular,15,may,859,1,-1,0,unknown,1
2003,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,-1,0,unknown,1
2004,28,admin.,single,secondary,no,154,yes,no,cellular,15,may,536,1,364,1,other,1
2005,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,3,failure,1
2006,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,1
2007,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,1
2008,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,1
2009,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,1,other,1
2010,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,1
2011,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,-1,0,unknown,1
2012,26,technician,single,tertiary,no,-67,yes,no,cellular,15,may,637,1,-1,0,unknown,1
2013,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,1
2014,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,285,5,-1,0,unknown,1
2015,60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,-1,0,unknown,1
2016,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown,1
2017,29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,1
2018,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,1
2019,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,1
2020,34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,-1,0,unknown,1
2021,27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,0,unknown,1
2022,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,1
2023,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,-1,0,unknown,1
2024,60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,-1,0,unknown,1
2025,26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,1
2026,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,0,unknown,1
2027,40,admin.,single,secondary,no,50,no,no,cellular,15,may,837,1,-1,0,unknown,1
2028,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,1
2029,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,1
2030,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,1
2031,39,admin.,divorced,secondary,no,878,yes,no,cellular,15,may,611,5,-1,0,unknown,1
2032,40,admin.,married,secondary,no,2574,yes,no,cellular,15,may,432,1,176,1,failure,1
2033,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,-1,0,unknown,1
2034,42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,-1,0,unknown,1
2035,51,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611,2,-1,0,unknown,1
2036,28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,352,2,other,1
2037,32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,unknown,1
2038,36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,2,failure,1
2039,36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,-1,0,unknown,1
2040,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,1
2041,36,services,single,secondary,no,0,yes,no,cellular,15,may,1002,4,-1,0,unknown,1
2042,40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,880,4,-1,0,unknown,1
2043,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,175,4,failure,1
2044,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,1
2045,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,1
2046,56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,-1,0,unknown,1
2047,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,1,failure,1
2048,34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,-1,0,unknown,1
2049,39,services,married,secondary,no,117,yes,no,cellular,18,may,1032,2,-1,0,unknown,1
2050,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,4,failure,1
2051,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,0,unknown,1
2052,40,admin.,single,secondary,no,2040,yes,no,cellular,18,may,906,2,350,2,failure,1
2053,22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,-1,0,unknown,1
2054,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,1
2055,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,1
2056,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,0,unknown,1
2057,29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,-1,0,unknown,1
2058,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,1
2059,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,1
2060,27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,-1,0,unknown,1
2061,32,management,single,tertiary,no,7290,yes,no,cellular,18,may,357,1,-1,0,unknown,1
2062,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,1
2063,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,1
2064,55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,0,unknown,1
2065,28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown,1
2066,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,unknown,1
2067,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,1
2068,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,0,unknown,1
2069,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,1
2070,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,-1,0,unknown,1
2071,25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,1
2072,32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,unknown,1
2073,33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,unknown,1
2074,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,1
2075,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,failure,1
2076,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,1
2077,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,1
2078,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,1
2079,25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,1
2080,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,1
2081,32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,-1,0,unknown,1
2082,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,1
2083,29,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,-1,0,unknown,1
2084,28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,1
2085,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,1
2086,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure,1
2087,28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,1
2088,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,1
2089,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,0,unknown,1
2090,45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,1
2091,37,management,married,tertiary,no,3723,no,no,cellular,22,may,354,1,-1,0,unknown,1
2092,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,1
2093,59,admin.,married,secondary,no,106,no,no,cellular,22,may,186,1,-1,0,unknown,1
2094,37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure,1
2095,59,management,married,tertiary,no,2239,no,no,cellular,22,may,431,1,-1,0,unknown,1
2096,27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,-1,0,unknown,1
2097,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,1
2098,43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure,1
2099,39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,-1,0,unknown,1
2100,26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,1
2101,39,management,single,tertiary,no,307,no,no,cellular,22,may,182,2,-1,0,unknown,1
2102,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,95,2,success,1
2103,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,1
2104,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,1
2105,29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,1
2106,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,1
2107,53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,-1,0,unknown,1
2108,36,management,married,tertiary,no,255,no,no,cellular,22,may,970,2,92,2,other,1
2109,27,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,1
2110,43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,1
2111,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,1
2112,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,1
2113,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,-1,0,unknown,1
2114,26,student,single,unknown,no,689,no,no,cellular,25,may,678,2,-1,0,unknown,1
2115,28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,unknown,1
2116,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,1
2117,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,1
2118,40,technician,married,secondary,no,312,no,no,cellular,25,may,612,7,-1,0,unknown,1
2119,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,1
2120,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,1
2121,34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,1
2122,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,1
2123,37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,-1,0,unknown,1
2124,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,1
2125,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,1
2126,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,1
2127,35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,1
2128,29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,1
2129,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,-1,0,unknown,1
2130,32,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,35,4,failure,1
2131,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,1
2132,24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,1
2133,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,1
2134,43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,1
2135,26,management,married,tertiary,no,243,no,no,cellular,26,may,482,1,-1,0,unknown,1
2136,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,1
2137,25,management,single,tertiary,no,1317,no,no,cellular,26,may,176,1,-1,0,unknown,1
2138,58,retired,married,secondary,no,2714,no,no,cellular,26,may,165,1,287,2,failure,1
2139,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,1
2140,60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,1
2141,25,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,-1,0,unknown,1
2142,26,student,single,secondary,no,100,no,no,cellular,26,may,445,1,-1,0,unknown,1
2143,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,1
2144,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,unknown,1
2145,32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,1
2146,25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,-1,0,unknown,1
2147,21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,1
2148,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,-1,0,unknown,1
2149,30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,-1,0,unknown,1
2150,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,1
2151,37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,1
2152,34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,1
2153,28,admin.,single,secondary,no,157,no,no,cellular,27,may,155,3,-1,0,unknown,1
2154,24,admin.,single,tertiary,no,0,yes,no,cellular,27,may,122,2,-1,0,unknown,1
2155,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,1
2156,35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,1
2157,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,1
2158,44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,-1,0,unknown,1
2159,56,admin.,single,secondary,no,4118,no,no,telephone,27,may,165,1,-1,0,unknown,1
2160,25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,1
2161,25,student,single,unknown,no,277,no,no,cellular,27,may,311,2,-1,0,unknown,1
2162,50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,-1,0,unknown,1
2163,55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,1
2164,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown,1
2165,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,1
2166,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,1
2167,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,1
2168,25,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,-1,0,unknown,1
2169,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,1
2170,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,1
2171,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,1
2172,45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,1
2173,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,1
2174,49,admin.,married,secondary,no,0,no,no,cellular,1,jun,1460,1,-1,0,unknown,1
2175,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,1
2176,53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,1
2177,43,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,2,-1,0,unknown,1
2178,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown,1
2179,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,1
2180,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,1
2181,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,-1,0,unknown,1
2182,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,1
2183,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,38,2,other,1
2184,23,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,-1,0,unknown,1
2185,48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,-1,0,unknown,1
2186,30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,-1,0,unknown,1
2187,38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,1,-1,0,unknown,1
2188,34,student,single,unknown,no,1011,no,no,cellular,1,jun,253,1,-1,0,unknown,1
2189,52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,1
2190,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,1
2191,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,1
2192,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,1
2193,26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,1
2194,37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,1
2195,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown,1
2196,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,1
2197,44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown,1
2198,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,1
2199,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,unknown,1
2200,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown,1
2201,52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,unknown,1
2202,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,1
2203,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,1
2204,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,1
2205,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown,1
2206,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,1
2207,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,1
2208,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success,1
2209,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,1
2210,31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown,1
2211,29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,1
2212,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,1
2213,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,1
2214,57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,1
2215,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,1
2216,37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown,1
2217,38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown,1
2218,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,1
2219,35,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown,1
2220,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,1
2221,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown,1
2222,34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,1
2223,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown,1
2224,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,1
2225,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,1
2226,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown,1
2227,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown,1
2228,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,1
2229,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,1
2230,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,1
2231,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,1
2232,31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,1
2233,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,1
2234,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown,1
2235,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,1
2236,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,1
2237,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,1
2238,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,1
2239,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown,1
2240,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown,1
2241,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,1
